学期,学号,日期,时间
1,146,1103,93259
1,146,1103,121141
1,146,1103,191321
1,146,1104,90915
1,146,1104,123730
1,146,1104,200634
1,146,1105,103702
3,146,1109,90335
1,146,1110,185645
1,146,1111,153040
3,146,1113,132041
1,146,1114,83515
3,146,1114,132932
3,146,1115,81223
3,146,1117,143329
1,146,1117,193304
1,146,1118,85953
1,146,1120,101816
1,146,1121,83629
3,146,1123,131052
1,146,1123,211510
3,146,1124,122916
1,146,1124,190620
1,146,1125,90732
1,146,1130,162113
1,146,1201,85955
1,146,1201,112806
1,146,1201,140759
1,146,1202,90611
3,146,1203,160134
1,146,1208,93451
1,146,1208,143453
1,146,1211,153028
3,146,1213,83247
3,146,1214,93613
1,146,1215,103151
1,146,1215,125137
1,146,1215,125808
3,146,1215,134849
3,146,1215,173423
3,146,1216,155345
3,146,1216,180821
3,146,1217,191931
3,146,1218,164502
3,146,1218,191144
1,146,1222,145611
3,146,1223,94644
3,146,1225,93158
3,146,1225,93158
3,146,1228,121000
3,146,1228,185538
3,146,1229,83543
1,146,1229,92130
3,146,1229,123034
1,146,1229,193512
1,146,1230,82758
3,146,1230,121902
3,146,1230,212939
3,147,102,81506
1,147,102,90901
1,147,102,142813
3,147,102,162906
1,147,102,173008
1,147,103,83734
3,147,103,115058
3,147,103,150556
1,147,103,181325
3,147,103,181405
3,147,104,81213
1,147,104,81855
3,147,104,150844
1,147,104,162002
3,147,104,183804
1,147,104,184222
1,147,105,85812
1,147,105,111850
3,147,105,142620
1,147,105,155816
1,147,105,175933
3,147,105,184117
3,147,106,83656
1,147,106,90126
1,147,106,183149
3,147,106,183500
3,147,107,81015
1,147,107,115848
3,147,107,142405
1,147,107,153724
3,147,107,180921
1,147,108,104454
3,147,108,113312
3,147,108,144058
3,147,109,81433
1,147,109,84446
3,147,109,144524
1,147,109,165016
3,147,109,184602
1,147,110,73928
3,147,110,113633
1,147,110,151222
3,147,110,154613
3,147,110,182600
3,147,112,120850
1,147,112,173756
3,147,112,180316
1,147,113,84533
3,147,113,85717
3,147,113,143608
1,147,113,144651
3,147,113,181249
1,147,113,182756
3,147,114,183518
3,147,115,92221
3,147,115,122016
3,147,115,180219
1,147,115,190438
1,147,116,80643
1,147,116,150115
1,147,119,184936
2,147,224,114252
2,147,224,132250
2,147,307,82321
2,147,309,192342
2,147,316,92116
2,147,323,95404
2,147,328,81604
2,147,406,200954
2,147,411,82342
2,147,413,144427
2,147,415,184415
2,147,418,81845
2,147,419,190857
2,147,420,85449
2,147,420,91006
2,147,421,180615
2,147,425,81431
2,147,428,81459
2,147,502,81432
2,147,504,92521
2,147,504,184159
2,147,509,81533
2,147,509,191928
2,147,516,84642
2,147,518,203640
2,147,523,82410
2,147,529,81822
2,147,610,195019
2,147,623,143024
2,147,623,190938
2,147,624,92338
2,147,624,155607
2,147,624,191626
2,147,627,92224
2,147,627,150409
2,147,627,191715
2,147,628,91515
2,147,628,150448
2,147,629,143052
2,147,629,180529
2,147,630,93039
2,147,630,155451
2,147,701,154738
2,147,701,190528
2,147,702,90513
2,147,702,160745
2,147,703,150648
2,147,703,192105
2,147,704,92433
2,147,704,171218
2,147,707,91136
2,147,707,175230
2,147,710,150642
2,147,711,182754
2,147,714,134647
3,147,902,121246
3,147,910,154927
1,147,916,153729
3,147,918,92954
1,147,920,92224
3,147,921,154550
3,147,921,170811
3,147,922,102244
1,147,924,104119
1,147,929,203504
1,147,1004,130835
1,147,1005,181558
1,147,1006,183230
1,147,1007,95507
1,147,1010,94219
1,147,1012,84731
1,147,1014,94213
1,147,1017,91725
3,147,1018,181206
1,147,1020,81045
1,147,1020,192552
3,147,1026,155025
1,147,1026,181805
3,147,1027,131437
3,147,1028,182114
1,147,1029,110438
3,147,1101,201105
3,147,1102,141506
1,147,1103,202005
1,147,1103,212742
3,147,1104,74415
3,147,1105,160819
3,147,1106,174212
3,147,1108,75906
3,147,1108,213312
3,147,1109,125847
1,147,1109,162056
3,147,1109,175046
3,147,1110,144557
1,147,1110,203921
3,147,1113,173859
1,147,1114,83843
3,147,1114,185413
3,147,1115,74727
3,147,1115,103500
3,147,1115,154717
1,147,1117,114009
3,147,1120,113500
1,147,1120,174542
3,147,1122,82016
3,147,1122,211022
3,147,1124,190754
1,147,1128,82914
1,147,1130,213638
1,147,1201,91141
3,147,1204,173942
1,147,1205,84926
3,147,1206,191914
3,147,1209,85600
1,147,1209,214944
3,147,1211,161619
3,147,1211,180241
3,147,1212,174916
1,147,1213,154342
3,147,1213,190050
1,147,1214,190512
1,147,1216,193808
3,147,1217,151601
1,147,1218,142940
1,147,1218,172323
1,147,1219,82408
1,147,1219,94101
1,147,1221,142352
1,147,1222,120949
3,147,1222,174417
1,147,1222,181927
3,147,1223,145422
1,147,1223,214928
1,147,1225,102034
1,147,1225,123610
1,147,1226,82627
3,147,1226,172931
3,147,1226,172931
3,147,1228,83350
3,147,1228,145038
1,147,1228,152244
3,147,1228,183625
3,147,1229,94906
3,147,1229,120656
1,147,1229,130754
3,147,1230,81357
1,147,1230,85425
3,147,1230,103201
3,147,1230,142504
1,147,1230,161631
3,147,1230,183859
3,147,1231,82948
3,147,1231,162651
1,148,108,90146
2,148,224,90428
2,148,224,163535
2,148,225,191157
2,148,227,81750
2,148,304,102011
2,148,422,193135
2,148,424,154625
2,148,424,192206
2,148,527,191316
2,148,528,122843
2,148,529,173201
2,148,530,195608
2,148,605,184938
2,148,607,190939
2,148,624,143409
2,148,624,182851
2,148,625,73151
2,148,625,122607
2,148,625,185753
2,148,626,153031
2,148,626,192309
2,148,627,91103
2,148,627,142657
2,148,627,185214
2,148,628,123933
2,148,628,193352
2,148,629,100324
2,148,629,142719
2,148,629,190042
2,148,704,81014
2,148,704,140303
2,148,704,190528
2,148,707,85357
2,148,707,144025
3,148,902,74731
3,148,923,102338
3,148,1006,141011
1,148,1016,101915
3,148,1016,150334
1,148,1016,161959
3,148,1020,151108
1,148,1021,93243
1,148,1021,142207
1,148,1103,175455
1,148,1106,161632
1,148,1109,81950
1,148,1109,161638
1,148,1109,190908
1,148,1111,122614
3,148,1111,191502
1,148,1120,101745
1,148,1121,102533
1,148,1121,204412
1,148,1122,185818
1,148,1125,121746
1,148,1127,101815
1,148,1210,83357
1,148,1217,84404
3,148,1227,115940
3,149,102,95216
3,149,103,74544
3,149,103,120732
3,149,103,180806
3,149,104,75926
3,149,104,174313
1,149,105,74833
1,149,105,113257
3,149,105,115304
1,149,105,160401
3,149,105,175727
1,149,106,80852
3,149,106,85904
1,149,106,112442
3,149,106,172318
1,149,106,192608
3,149,107,81522
3,149,107,121822
3,149,108,154131
3,149,108,181621
3,149,109,75636
3,149,109,112456
3,149,110,80005
3,149,110,112039
3,149,111,80337
3,149,112,80503
3,149,112,114554
3,149,112,174009
3,149,113,73730
1,149,113,91054
3,149,113,173012
3,149,114,73644
1,149,114,75842
3,149,114,175803
3,149,114,193056
3,149,115,74151
3,149,115,113631
1,149,116,81035
1,149,117,81203
2,149,224,165001
2,149,225,192620
2,149,226,190655
2,149,228,82430
2,149,228,203356
2,149,301,181353
2,149,304,180628
2,149,307,81807
2,149,307,194637
2,149,311,195212
2,149,312,194830
2,149,314,81443
2,149,315,184940
2,149,321,81432
2,149,323,125518
2,149,323,184443
2,149,324,125845
2,149,325,113938
2,149,328,81340
2,149,328,194044
2,149,330,84432
2,149,330,141510
2,149,330,153435
2,149,407,192454
2,149,411,82525
2,149,418,81505
2,149,425,102129
2,149,425,192909
2,149,427,121214
2,149,427,142852
2,149,429,131748
2,149,430,200420
2,149,502,81413
2,149,503,142053
2,149,509,82257
2,149,510,190716
2,149,511,191257
2,149,514,102406
2,149,516,81746
2,149,516,192144
2,149,521,184234
2,149,530,81347
2,149,613,81834
2,149,613,175557
2,149,617,190232
2,149,618,80013
2,149,618,184554
2,149,622,74519
2,149,622,151519
2,149,623,80618
2,149,623,120257
2,149,623,185543
2,149,624,131600
2,149,626,130246
2,149,626,160732
2,149,626,191120
2,149,627,80416
2,149,627,122326
2,149,627,180719
2,149,628,73057
2,149,628,184320
2,149,628,201152
2,149,629,73359
2,149,629,181209
2,149,630,74307
2,149,630,180302
2,149,701,124217
2,149,701,182603
2,149,702,175642
2,149,703,73844
2,149,703,124133
2,149,703,175311
2,149,704,82647
2,149,704,181250
2,149,708,162123
2,149,708,175011
2,149,709,114531
2,149,709,140437
2,149,709,165711
2,149,710,74117
2,149,711,142000
3,149,901,114516
1,149,901,154327
3,149,902,190217
3,149,903,161038
3,149,906,181248
3,149,912,211335
3,149,914,151702
1,149,915,152156
1,149,916,153937
1,149,917,104541
1,149,918,102007
1,149,919,83035
1,149,920,83136
1,149,921,100632
1,149,922,93440
1,149,922,144158
1,149,926,82245
1,149,926,194312
1,149,1006,151514
1,149,1006,191152
1,149,1007,94510
1,149,1007,135127
1,149,1008,142854
3,149,1008,152446
1,149,1009,102018
3,149,1009,145211
3,149,1009,202539
1,149,1010,193817
1,149,1013,203617
3,149,1015,195634
3,149,1016,145836
3,149,1022,145859
3,149,1025,184026
1,149,1027,175419
1,149,1101,101506
1,149,1101,180633
1,149,1103,190930
1,149,1103,212525
3,149,1105,140144
3,149,1105,184005
3,149,1106,133859
3,149,1107,130704
3,149,1108,82732
3,149,1108,131247
3,149,1108,190346
3,149,1109,90207
3,149,1109,172807
3,149,1110,115605
3,149,1110,141832
3,149,1112,130950
3,149,1112,190616
3,149,1113,133924
3,149,1113,163506
1,149,1114,82644
3,149,1114,142057
3,149,1115,101722
3,149,1115,184032
1,149,1117,153744
1,149,1117,180648
3,149,1118,181458
3,149,1119,141635
3,149,1119,143553
1,149,1119,151744
3,149,1120,140633
1,149,1120,180616
3,149,1120,212433
1,149,1121,82425
1,149,1121,195006
1,149,1123,82605
3,149,1125,183225
3,149,1126,130607
3,149,1126,185602
3,149,1127,132346
1,149,1128,82159
3,149,1128,174743
1,149,1130,162322
3,149,1202,184731
3,149,1205,184500
3,149,1207,173423
3,149,1208,94655
1,149,1208,133434
1,149,1208,193752
3,149,1209,183927
3,149,1210,131244
3,149,1210,184131
3,149,1212,174342
1,149,1213,82247
3,149,1213,111137
3,149,1213,184318
3,149,1214,90523
3,149,1214,193122
3,149,1215,90901
1,149,1215,114129
3,149,1215,153348
1,149,1215,200136
3,149,1216,182505
3,149,1216,185556
3,149,1216,193352
3,149,1217,133534
3,149,1217,191044
3,149,1218,113055
1,149,1218,114022
3,149,1218,162936
1,149,1218,173627
3,149,1220,142621
1,149,1221,161907
1,149,1221,192113
3,149,1222,112556
3,149,1222,181922
3,149,1222,190917
3,149,1223,91922
1,149,1223,94333
1,149,1223,125109
3,149,1223,192656
3,149,1224,81459
3,149,1224,135633
3,149,1224,180827
3,149,1225,81808
3,149,1225,81808
1,149,1225,114315
3,149,1225,122708
3,149,1225,122708
3,149,1225,180542
3,149,1225,180542
1,149,1227,82146
1,149,1227,130850
3,149,1228,82226
3,149,1228,120330
3,149,1228,181618
3,149,1229,81627
3,149,1229,120235
3,149,1229,181649
3,149,1230,81038
1,149,1230,83324
1,149,1230,120211
3,149,1230,134706
1,149,1230,180822
3,149,1230,184408
3,149,1231,82115
3,149,1231,162816
3,149,1231,190353
3,150,102,80504
3,150,102,143920
3,150,102,174836
3,150,103,83413
1,150,103,115631
3,150,103,151305
3,150,103,180332
3,150,104,92034
3,150,104,152232
3,150,105,150738
1,150,105,174212
3,150,105,183459
1,150,105,212548
1,150,106,84627
3,150,106,84732
3,150,106,173130
1,150,106,175320
3,150,107,83359
3,150,107,132651
1,150,107,160325
3,150,107,182113
1,150,107,183401
3,150,109,81553
1,150,109,93522
3,150,109,150820
3,150,109,181757
3,150,110,83510
1,150,110,91125
3,150,110,125447
1,150,110,155521
3,150,110,180523
1,150,110,183059
3,150,111,74508
3,150,111,85510
3,150,111,171056
3,150,111,175918
3,150,112,85129
3,150,112,134729
1,150,112,173859
3,150,112,175116
3,150,113,82553
1,150,113,121328
3,150,113,153427
3,150,113,175846
1,150,113,195159
3,150,114,85157
3,150,114,180106
3,150,115,74731
3,150,115,141942
1,150,115,173543
3,150,115,175609
1,150,116,130428
1,150,116,195346
3,150,117,125108
3,150,118,125646
2,150,226,102128
2,150,228,102200
2,150,301,205126
2,150,302,121059
2,150,302,190506
2,150,303,123303
2,150,307,102109
2,150,320,82845
2,150,324,144732
2,150,325,160621
2,150,326,103756
2,150,411,115752
2,150,413,92431
2,150,413,182835
2,150,415,210143
2,150,420,191037
2,150,423,101446
2,150,424,83049
2,150,430,182104
2,150,503,204446
2,150,504,94232
2,150,504,180900
2,150,505,123610
2,150,505,191052
2,150,509,181946
2,150,511,183724
2,150,513,204447
2,150,518,185111
2,150,530,102520
2,150,605,115720
2,150,608,144325
2,150,617,95153
2,150,622,81116
2,150,629,93227
2,150,713,155329
2,150,713,173812
2,150,714,125302
3,150,901,101208
1,150,902,150354
3,150,902,190217
1,150,906,122206
3,150,908,121451
1,150,908,124642
1,150,910,120552
1,150,912,124358
1,150,914,200953
1,150,916,153751
1,150,917,101756
1,150,917,183323
1,150,919,90920
1,150,920,94000
1,150,920,212703
3,150,922,81749
1,150,923,172952
1,150,923,211922
1,150,925,210346
1,150,926,82245
1,150,927,90455
3,150,928,83013
1,150,928,162036
3,150,928,175557
3,150,928,201620
1,150,929,204715
1,150,1004,122932
1,150,1006,202047
1,150,1008,103152
1,150,1008,103519
3,150,1008,192652
3,150,1009,73103
1,150,1013,93804
3,150,1018,153355
3,150,1020,155511
1,150,1026,162808
1,150,1026,181112
1,150,1027,193313
1,150,1030,183209
1,150,1031,93624
1,150,1031,93657
1,150,1031,93736
1,150,1103,82334
1,150,1103,181652
1,150,1104,85413
1,150,1107,95719
1,150,1109,182534
3,150,1111,175626
3,150,1112,193724
1,150,1113,101714
3,150,1113,194454
3,150,1115,82459
1,150,1115,82736
3,150,1116,195418
3,150,1118,84902
1,150,1118,181917
1,150,1120,101839
3,150,1120,183742
1,150,1120,190450
1,150,1124,102255
3,150,1124,191659
3,150,1125,82053
1,150,1125,124652
3,150,1127,152710
3,150,1127,190502
1,150,1128,152453
1,150,1128,152733
3,150,1129,84346
3,150,1129,182324
3,150,1130,93034
3,150,1130,174850
3,150,1201,84714
1,150,1201,112103
3,150,1201,142211
1,150,1201,195356
3,150,1201,202709
3,150,1202,184932
3,150,1203,180132
1,150,1205,83154
3,150,1206,184840
3,150,1207,94002
3,150,1207,174423
3,150,1208,82103
1,150,1208,125315
3,150,1208,180908
1,150,1209,115019
3,150,1210,192927
1,150,1211,101958
1,150,1212,172358
3,150,1213,81016
1,150,1213,90928
1,150,1214,183138
1,150,1214,185914
1,150,1215,123910
1,150,1215,162226
3,150,1215,165015
3,150,1215,184549
1,150,1217,85155
3,150,1217,175922
1,150,1217,184750
1,150,1218,85652
3,150,1218,173146
1,150,1218,181714
1,150,1219,153912
3,150,1219,194044
1,150,1220,193313
3,150,1221,85855
3,150,1221,154855
3,150,1221,182853
1,150,1222,114233
3,150,1222,162620
1,150,1222,182754
3,150,1222,184030
1,150,1223,121703
1,150,1224,82310
1,150,1224,110236
3,150,1225,84427
3,150,1225,84427
1,150,1225,175107
1,150,1226,102300
3,150,1229,94104
1,150,1229,114206
3,150,1229,165727
1,150,1229,204449
1,150,1230,114827
3,150,1230,153707
1,151,102,85813
1,151,102,181945
1,151,103,140055
1,151,104,102309
1,151,104,180100
1,151,105,81741
1,151,105,104920
1,151,105,184238
3,151,106,74618
1,151,106,75059
1,151,106,122637
3,151,106,171227
3,151,107,75052
1,151,107,80206
1,151,107,123448
1,151,107,144157
1,151,107,161902
3,151,108,74706
1,151,108,120851
1,151,108,182750
1,151,109,74634
3,151,109,75507
3,151,109,144203
3,151,109,181340
1,151,109,184821
1,151,110,72148
3,151,110,75423
1,151,110,123151
3,151,110,143720
1,151,110,182153
1,151,111,73025
3,151,111,84048
3,151,111,163936
1,151,111,212445
3,151,112,81800
1,151,112,100330
1,151,112,183444
3,151,113,75134
1,151,113,81056
1,151,113,84430
1,151,113,122618
1,151,113,191208
1,151,114,75931
1,151,114,165005
3,151,115,75807
1,151,116,124225
1,151,116,175858
1,151,117,82738
2,151,224,105557
2,151,226,192405
2,151,324,75042
2,151,324,135849
2,151,330,82014
2,151,330,183715
2,151,415,210006
2,151,418,124744
2,151,511,112338
2,151,512,73843
2,151,512,114246
2,151,512,170844
2,151,530,164851
2,151,601,160018
2,151,620,161832
2,151,705,153828
2,151,705,175139
2,151,705,175259
1,151,909,200021
1,151,915,161206
3,151,922,91609
1,151,922,105202
3,151,922,123013
3,151,922,194326
1,151,924,162429
1,151,928,163301
3,151,929,83946
3,151,929,181256
1,151,1005,90333
1,151,1005,163923
1,151,1005,190649
1,151,1011,83016
1,151,1013,120330
1,151,1013,190322
1,151,1014,100346
1,151,1014,115331
1,151,1016,104431
3,151,1018,83133
1,151,1020,154518
1,151,1020,182624
1,151,1021,100612
1,151,1021,130443
1,151,1023,124520
1,151,1027,101931
1,151,1027,132508
1,151,1027,174502
1,151,1028,104021
1,151,1028,134258
1,151,1029,130805
3,151,1101,80743
3,151,1101,124537
1,151,1103,100750
1,151,1103,102916
1,151,1103,132905
1,151,1103,191319
1,151,1104,101111
1,151,1104,123733
1,151,1104,183928
3,151,1107,142031
3,151,1109,100924
3,151,1109,162249
3,151,1110,83722
3,151,1110,131310
1,151,1110,185644
3,151,1115,81224
3,151,1115,121445
3,151,1116,85238
3,151,1116,121908
3,151,1117,142026
1,151,1117,193306
1,151,1123,211511
1,151,1128,194841
1,151,1217,122354
1,151,1221,190819
1,151,1222,182629
3,151,1227,80050
1,151,1227,90413
1,151,1228,162014
1,151,1228,191357
1,151,1229,83132
1,151,1230,82531
3,152,102,90936
3,152,102,124623
3,152,102,140850
3,152,102,150311
3,152,102,184909
3,152,103,170727
3,152,104,84617
3,152,104,133729
3,152,104,194143
3,152,105,113307
3,152,105,120810
3,152,105,174115
1,152,106,80650
1,152,106,141153
3,152,106,180326
1,152,106,211438
3,152,107,84058
3,152,107,122531
3,152,107,182419
3,152,107,184056
1,152,108,74347
1,152,108,124757
3,152,108,174302
1,152,108,194432
3,152,109,84213
3,152,109,121906
3,152,109,180743
1,152,109,180833
1,152,110,84052
3,152,110,95113
3,152,110,123913
1,152,110,133646
3,152,110,184329
1,152,110,190738
3,152,111,83536
3,152,111,175415
1,152,112,80259
3,152,112,90931
3,152,112,122155
1,152,112,123727
3,152,112,180619
1,152,112,184018
3,152,113,92512
1,152,113,143000
3,152,113,181828
1,152,113,182029
1,152,114,84159
3,152,114,90243
1,152,114,175634
3,152,114,181415
3,152,115,85712
3,152,115,124721
1,152,115,175338
3,152,115,180112
1,152,115,190345
1,152,116,91450
1,152,116,144817
1,152,116,192314
1,152,117,75314
1,152,117,162602
2,152,224,164901
2,152,225,133859
2,152,302,184356
2,152,318,211552
2,152,323,185547
2,152,324,93452
2,152,324,184802
2,152,326,115859
2,152,327,194843
2,152,330,105522
2,152,406,164549
2,152,406,181959
2,152,409,194432
2,152,413,183859
2,152,505,122819
2,152,513,213240
2,152,619,174005
2,152,619,180444
2,152,621,151024
2,152,623,112025
2,152,623,152858
1,152,909,193435
1,152,916,154107
1,152,921,161643
1,152,922,183453
1,152,925,211251
1,152,929,202728
1,152,929,212941
1,152,1004,92911
1,152,1006,182758
1,152,1013,161425
1,152,1014,84018
1,152,1014,154313
3,152,1020,103439
3,152,1020,143220
1,152,1022,184544
1,152,1024,102132
3,152,1026,165521
1,152,1031,200415
1,152,1106,122739
1,152,1107,105714
3,152,1109,93851
3,152,1109,182241
3,152,1109,184109
3,152,1110,130510
1,152,1110,180654
1,152,1111,181742
3,152,1115,82436
3,152,1115,142829
3,152,1115,191354
1,152,1116,215418
1,152,1117,84046
3,152,1120,191324
1,152,1123,181529
3,152,1124,103654
3,152,1124,125042
1,152,1124,181742
1,152,1125,135843
3,152,1127,185129
3,152,1128,185328
3,152,1201,160714
1,152,1202,85618
3,152,1202,115208
3,152,1202,183151
3,152,1204,183818
1,152,1205,82611
3,152,1206,80232
3,152,1206,132831
3,152,1206,190918
1,152,1207,171045
3,152,1211,82529
3,152,1211,144838
3,152,1211,181130
3,152,1212,173120
3,152,1213,103558
3,152,1216,183541
3,152,1218,175139
3,152,1219,101321
3,152,1219,171955
3,152,1220,211923
3,152,1221,210727
1,152,1222,174403
1,152,1222,201455
3,152,1223,84532
3,152,1223,185256
3,152,1225,114450
3,152,1225,114450
3,152,1227,114249
3,152,1227,165341
3,152,1228,120428
3,152,1228,172950
3,152,1229,112254
3,152,1229,170749
1,152,1230,100936
1,153,106,111822
3,153,106,164055
2,153,302,121612
2,153,310,144517
2,153,314,185639
2,153,316,140151
2,153,316,190019
2,153,318,191155
2,153,319,143338
2,153,324,145543
2,153,330,142226
2,153,402,184027
2,153,414,143831
2,153,420,214112
2,153,518,144001
2,153,604,190439
2,153,611,124520
2,153,622,80340
2,153,706,142206
3,153,901,144908
1,153,902,143900
3,153,902,191130
1,153,916,154009
3,153,922,83211
3,153,922,95456
3,153,922,100120
1,153,922,101003
1,153,922,162326
1,153,923,75859
1,153,923,194224
1,153,925,161745
1,153,929,190500
1,153,1007,102757
1,153,1009,110210
1,153,1013,84913
3,153,1013,92746
1,153,1013,154649
1,153,1014,160655
1,153,1020,192323
1,153,1021,90717
1,153,1021,151121
1,153,1026,185805
1,153,1027,180258
1,153,1028,91539
3,153,1028,191047
1,153,1102,185004
1,153,1110,191834
1,153,1118,93953
1,153,1203,190545
3,153,1209,181035
3,153,1209,191026
1,153,1222,214201
1,154,902,142500
1,154,902,143811
1,154,1007,132552
1,154,1012,184941
1,155,102,141052
1,155,102,214600
1,155,105,162319
1,155,106,92723
1,155,106,123449
1,155,108,70914
1,155,108,121048
1,155,108,142253
3,155,110,183645
3,155,111,161456
3,155,111,183918
3,155,112,140914
1,155,112,191739
3,155,112,192306
1,155,113,131203
3,155,113,163926
3,155,113,190311
3,155,114,185327
3,155,115,92101
3,155,115,145311
3,155,115,190523
1,155,116,92737
1,155,116,150346
2,155,301,190955
2,155,309,130256
2,155,309,200336
2,155,310,115250
2,155,317,121652
2,155,330,182501
2,155,406,123320
2,155,406,204733
2,155,420,95043
2,155,507,101728
2,155,514,202318
2,155,530,182151
2,155,604,103501
2,155,604,161655
2,155,604,182017
2,155,604,195856
2,155,605,193255
2,155,607,190630
2,155,609,171151
2,155,611,133906
2,155,616,205952
2,155,617,161256
2,155,618,93910
2,155,618,154059
2,155,618,154557
2,155,620,83311
2,155,620,184206
2,155,621,83936
2,155,622,84213
2,155,623,161519
2,155,624,110617
2,155,625,92318
2,155,625,161551
2,155,626,72837
2,155,626,124541
2,155,627,93735
2,155,628,115423
2,155,629,102223
2,155,629,154323
2,155,630,151426
2,155,702,93221
2,155,702,152138
2,155,702,181944
2,155,703,160419
2,155,703,182814
2,155,704,85322
2,155,704,153656
2,155,706,151918
2,155,707,83748
2,155,710,90243
1,155,902,110718
1,155,915,134846
1,155,916,153847
3,155,930,185342
1,155,1005,125619
1,155,1005,191726
1,155,1006,123352
1,155,1006,191019
1,155,1007,140747
1,155,1012,161850
1,155,1012,184826
1,155,1013,155451
1,155,1014,112203
3,155,1015,155743
1,155,1019,165854
1,155,1020,124752
1,155,1026,162431
1,155,1027,145101
1,155,1028,114741
1,155,1103,182227
1,155,1104,132202
3,155,1110,144132
1,155,1117,130229
1,155,1123,162350
1,155,1125,123821
1,155,1129,102954
1,155,1129,133644
1,155,1206,83106
1,155,1208,172459
1,155,1219,84924
1,155,1221,185351
1,155,1228,190547
1,155,1229,154245
3,155,1230,90024
3,156,113,174054
3,156,114,183619
3,156,115,85037
3,156,115,143221
3,156,117,190648
2,156,421,131453
2,156,421,185313
2,156,430,122853
2,156,502,184035
2,156,504,125502
2,156,504,194224
2,156,505,180458
2,156,506,194504
2,156,507,193657
2,156,509,195327
2,156,510,194233
2,156,513,194749
2,156,514,191430
2,156,518,184159
2,156,601,201645
2,156,602,193619
2,156,603,200152
2,156,604,195452
2,156,606,190911
2,156,607,200455
2,156,610,193830
2,156,611,121833
2,156,611,201440
2,156,613,203542
2,156,614,194900
2,156,617,162432
2,156,617,183934
2,156,619,94728
2,156,619,131310
2,156,619,211158
2,156,620,165230
2,156,620,195655
2,156,621,145721
2,156,621,184440
2,156,622,184547
2,156,623,151609
2,156,625,201443
2,156,626,72121
2,156,626,185827
1,156,901,112840
1,156,901,114944
1,156,902,115102
1,156,902,115146
3,156,904,200835
3,156,912,193258
1,156,920,183257
3,156,920,195245
1,156,920,212645
3,156,925,200332
3,156,928,130641
3,156,929,194851
1,156,1005,134330
3,156,1007,141632
3,156,1007,193222
3,156,1009,200556
3,156,1013,135106
3,156,1019,152944
3,156,1020,181142
3,156,1021,194001
1,156,1024,110208
3,156,1109,83325
3,156,1109,181040
3,156,1113,200000
3,156,1114,190135
3,156,1115,192704
3,156,1121,195422
1,156,1128,105059
3,156,1205,190433
3,156,1207,190734
3,156,1209,192904
1,156,1227,104545
1,157,115,101155
2,157,512,195715
1,157,902,92918
1,157,916,153914
1,157,918,103621
1,157,918,164043
1,157,919,105132
1,157,922,94045
1,157,922,105119
1,157,922,170325
1,157,925,162302
1,157,1004,131808
1,157,1019,150036
1,157,1019,163152
1,157,1026,122951
1,157,1026,170110
1,157,1031,192304
1,157,1031,201952
1,157,1116,204955
1,157,1118,202458
1,157,1121,184625
1,157,1123,161940
1,157,1130,172922
1,157,1210,194612
1,157,1212,103202
1,157,1213,181236
1,157,1215,205116
1,157,1224,101812
1,157,1224,105756
1,157,1227,82341
1,157,1227,111036
1,158,104,191531
1,158,105,101103
1,158,105,131455
1,158,105,181001
1,158,106,84920
1,158,106,141616
1,158,106,180551
1,158,110,124630
1,158,110,173221
2,158,225,191520
2,158,226,193424
2,158,228,185657
2,158,301,192727
2,158,303,134950
2,158,303,193914
2,158,304,194006
2,158,309,193211
2,158,310,192624
2,158,311,190738
2,158,312,195238
2,158,322,191814
2,158,324,183741
2,158,325,195934
2,158,326,190506
2,158,329,191920
2,158,330,183647
2,158,402,190124
2,158,405,181649
2,158,407,192206
2,158,408,191444
2,158,409,182857
2,158,414,193929
2,158,421,184904
2,158,422,191834
2,158,423,184634
2,158,429,122915
2,158,429,172331
2,158,430,134951
2,158,504,144700
2,158,507,185854
2,158,510,182511
2,158,520,184359
2,158,521,201930
2,158,523,180704
2,158,527,192532
2,158,603,190030
2,158,613,191059
2,158,618,83557
2,158,619,83213
2,158,619,122227
2,158,627,181037
2,158,628,133202
2,158,628,172937
2,158,702,125053
1,158,901,133517
3,158,902,190853
3,158,903,191015
1,158,909,201232
1,158,916,92441
1,158,917,200110
1,158,921,100231
1,158,1019,191948
3,158,1026,91630
3,158,1026,135410
3,158,1027,91510
3,158,1102,122335
3,158,1104,193042
1,158,1126,191432
3,158,1130,113941
1,158,1210,185910
1,158,1215,122534
1,158,1218,182610
1,158,1219,175755
1,158,1222,144523
1,158,1227,82323
1,158,1227,185439
3,159,102,84613
3,159,102,181411
3,159,102,213052
3,159,103,83839
1,159,103,183535
3,159,104,85704
3,159,105,140720
3,159,105,175523
3,159,106,85648
3,159,106,174149
3,159,107,91932
3,159,107,132501
3,159,107,174847
1,159,109,195145
3,159,110,92455
1,159,110,93203
1,159,110,114339
3,159,110,115003
3,159,110,123159
3,159,110,180841
3,159,111,85953
3,159,111,175920
1,159,112,194049
1,159,113,194315
3,159,114,174031
3,159,115,83402
3,159,115,135023
3,159,117,192542
1,159,117,201703
2,159,225,124258
2,159,226,102014
2,159,301,193451
2,159,302,141841
2,159,314,81435
2,159,314,130120
2,159,316,181720
2,159,321,94201
2,159,322,184953
2,159,326,185700
2,159,401,190519
2,159,406,152933
2,159,411,195609
2,159,425,81320
2,159,430,135813
2,159,509,83812
