—ß∆⁄,—ß∫≈,µÿµ„,»’∆⁄, ±º‰,Ω∂Ó
2,26, ≥Ã√,422,175925,4
2,26, ≥Ã√,416,175956,6.4
2,26, ≥Ã√,513,180026,4.6
2,26, ≥Ã√,311,180032,12
2,26, ≥Ã√,603,180034,3.2
2,26, ≥Ã√,707,180043,8
2,26, ≥Ã√,515,180115,16
2,26, ≥Ã√,320,180157,8
2,26, ≥Ã√,707,180202,6.4
2,26, ≥Ã√,225,180227,15
2,26, ≥Ã√,402,180234,11.1
2,26, ≥Ã√,226,180240,10
2,26, ≥Ã√,422,180300,8
2,26, ≥Ã√,325,180320,14
2,26, ≥Ã√,603,180321,30
2,26, ≥Ã√,701,180335,8.5
2,26, ≥Ã√,305,180337,8
2,26, ≥Ã√,525,180345,10.1
2,26, ≥Ã√,507,180414,13
2,26, ≥Ã√,401,180421,8
2,26, ≥Ã√,527,180421,15
2,26, ≥Ã√,327,180425,8
2,26, ≥Ã√,409,180432,10.6
2,26, ≥Ã√,509,180437,8
2,26, ≥Ã√,326,180448,10
2,26, ≥Ã√,603,180453,3.2
2,26, ≥Ã√,508,180508,8
2,26, ≥Ã√,427,180512,10
2,26, ≥Ã√,320,180523,1.8
2,26, ≥Ã√,608,180529,5
2,26, ≥Ã√,408,180530,15
2,26, ≥Ã√,313,180536,10
2,26, ≥Ã√,318,180549,15.66
2,26, ≥Ã√,321,180555,7
2,26, ≥Ã√,424,180606,15
2,26, ≥Ã√,423,180609,16
2,26, ≥Ã√,520,180638,6.4
2,26, ≥Ã√,506,180640,8
2,26, ≥Ã√,319,180653,10
2,26, ≥Ã√,608,180654,8
2,26, ≥Ã√,304,180712,12
2,26, ≥Ã√,520,180801,8
2,26, ≥Ã√,304,180819,10
2,26, ≥Ã√,708,180952,10
2,26, ≥Ã√,514,180956,5.6
2,26, ≥Ã√,514,181008,1
2,26, ≥Ã√,312,181028,7
2,26, ≥Ã√,226,181037,1
2,26, ≥Ã√,327,181101,3.2
2,26, ≥Ã√,227,181114,8
2,26, ≥Ã√,312,181120,7
2,26, ≥Ã√,521,181301,8
2,26, ≥Ã√,325,181327,4.2
2,26, ≥Ã√,415,181431,7.5
2,26, ≥Ã√,311,181436,2
2,26, ≥Ã√,507,181442,3.5
2,26, ≥Ã√,425,181501,15
2,26,≥¨ –,616,181535,28
2,26, ≥Ã√,629,181548,7.5
2,26, ≥Ã√,326,181614,3.2
2,26, ≥Ã√,520,181624,1.8
2,26, ≥Ã√,311,181707,2.5
2,26, ≥Ã√,320,181744,2
2,26, ≥Ã√,514,181834,2.8
2,26, ≥Ã√,225,181851,3.5
2,26, ≥Ã√,319,181916,3.5
2,26, ≥Ã√,527,182007,3
2,26,≥¨ –,305,182057,4.5
2,26,≥¨ –,515,182311,4
2,26,≥¨ –,508,182434,5
2,26, ≥Ã√,425,182434,1.5
2,26,Œƒ”°,523,182531,0.9
2,26,≥¨ –,519,182540,2.1
2,26, ≥Ã√,526,182554,8
2,26,≥¨ –,423,182638,4
2,26,≥¨ –,409,182700,4
2,26, ≥Ã√,414,182759,7
2,26,≥¨ –,424,182911,8.5
2,26,≥¨ –,320,182949,4.5
2,26,≥¨ –,416,183017,4.5
2,26, ≥Ã√,601,183044,5.5
2,26, ≥Ã√,512,183104,4.4
2,26, ≥Ã√,512,183132,4.6
2,26,≥¨ –,307,183142,30
2,26, ≥Ã√,528,183210,8.4
2,26, ≥Ã√,512,183212,4.6
2,26,≥¨ –,415,183245,14.4
2,26, ≥Ã√,402,183301,2.8
2,26, ≥Ã√,312,183352,2.8
2,26, ≥Ã√,512,183400,4
2,26, ≥Ã√,422,183526,2.8
2,26,≥¨ –,401,183724,12.5
2,26, ≥Ã√,506,183913,4
2,26,Õº Èπ›,704,184003,6.5
2,26, ≥Ã√,512,184417,2.9
2,26,≥¨ –,308,184428,12.8
2,26,Œƒ”°,427,184447,30
2,26,≥¨ –,525,184452,9.4
2,26, ≥Ã√,521,184706,5
2,26, ≥Ã√,604,184839,4
2,26,Õº Èπ›,624,190154,1.44
2,26,≥¨ –,629,193000,5
2,26, ≥Ã√,507,195717,3
2,26,≥¨ –,303,200126,10.8
2,26,≥¨ –,426,200416,5.5
2,26,≥¨ –,310,200714,4.5
2,26,≥¨ –,627,200821,14.4
2,26,≥¨ –,224,201245,30
2,26,≥¨ –,224,201248,22.7
2,26,≥¨ –,224,201307,12.4
2,26,≥¨ –,605,202013,10.5
2,26,≥¨ –,327,202231,4.5
2,26, ≥Ã√,421,203715,2.5
2,26,≥¨ –,623,203918,5
2,26, ≥Ã√,326,204210,2.5
2,26,≥¨ –,522,204608,11.9
2,26,≥¨ –,526,205243,9.3
2,26,≥¨ –,613,210812,17.4
2,26, ≥Ã√,314,210953,2.5
2,26,≥¨ –,602,211744,7.9
2,26,≥¨ –,523,212007,11.1
2,26, ≥Ã√,519,212446,3
2,26, ≥Ã√,521,212624,8.2
2,26,≥¨ –,512,213551,17.4
2,26,≥¨ –,604,214341,8.8
2,26,≥¨ –,704,214421,10.2
2,26, ≥Ã√,427,215205,4.8
2,26, ≥Ã√,422,215442,5
2,26,≥¨ –,625,215732,5
2,26, ≥Ã√,506,215848,2.5
2,26,Àﬁ…·,228,215852,0.03
2,26,≥¨ –,304,220122,5
2,26,≥¨ –,603,220205,6.1
2,26,≥¨ –,325,220236,4.2
2,26,≥¨ –,624,220408,10.6
2,26,≥¨ –,422,220415,14
2,26,≥¨ –,401,220458,2.9
2,26,≥¨ –,528,220544,5.9
2,26,≥¨ –,225,220713,23
2,26,≥¨ –,513,220718,7.8
2,26,≥¨ –,527,220739,18.6
2,26,≥¨ –,608,220847,7.2
2,26,≥¨ –,514,221048,9
2,26,≥¨ –,617,221111,10.5
2,26,≥¨ –,702,221153,14.8
2,26,≥¨ –,317,221906,11.5
2,26,≥¨ –,530,222011,4.4
2,26,≥¨ –,708,223251,5.7
2,26,Àﬁ…·,226,223618,0.03
2,26,Àﬁ…·,413,223839,0.04
2,26,≥¨ –,706,223856,2.9
2,26,Àﬁ…·,224,224116,0.01
2,26,≥¨ –,527,224124,19.5
3,26,Àﬁ…·,1011,3745,0.6
3,26,Àﬁ…·,1023,64830,0.7
3,26,Àﬁ…·,903,65439,0.7
3,26,Àﬁ…·,1022,70212,0.7
3,26, ≥Ã√,1202,70707,1.4
3,26,Àﬁ…·,1024,70738,0.7
3,26, ≥Ã√,1202,71000,0.8
3,26,Àﬁ…·,1015,71748,0.6
3,26,Àﬁ…·,1120,73435,0.8
3,26,Àﬁ…·,1129,73739,0.7
3,26,Àﬁ…·,916,73923,0.5
3,26,Àﬁ…·,925,74310,0.6
3,26,Àﬁ…·,917,74427,0.7
3,26,Àﬁ…·,927,74536,0.1
3,26,Àﬁ…·,927,74616,0.1
3,26,Àﬁ…·,927,74636,0.5
3,26,Àﬁ…·,923,74716,0.6
3,26,Àﬁ…·,1018,74748,0.6
3,26,Àﬁ…·,1025,74829,0.7
3,26,Àﬁ…·,930,74928,0.6
3,26,Àﬁ…·,905,75025,0.6
3,26,Àﬁ…·,1206,75249,0.6
3,26,Àﬁ…·,1205,75306,0.8
3,26,Àﬁ…·,929,75307,0.7
3,26,Àﬁ…·,1218,75423,0.8
3,26,Àﬁ…·,1213,75430,0.7
3,26,Àﬁ…·,1212,75832,0.6
3,26,Àﬁ…·,1121,75840,0.7
3,26,Àﬁ…·,1128,75846,0.5
3,26,Àﬁ…·,1203,75928,0.7
3,26,Àﬁ…·,926,80011,0.6
3,26,Àﬁ…·,1223,80034,0.9
3,26,Àﬁ…·,922,80121,0.6
3,26,Àﬁ…·,1101,80232,0.5
3,26,Àﬁ…·,1209,80345,0.7
3,26,Àﬁ…·,1210,80522,0.6
3,26,Àﬁ…·,906,80657,0.8
3,26,Àﬁ…·,1216,80740,0.8
3,26,Àﬁ…·,1217,81429,0.8
3,26,Àﬁ…·,1224,81550,0.5
3,26,≥¨ –,1012,82504,8.4
3,26, ≥Ã√,927,82810,5
3,26, ≥Ã√,1222,82925,5
3,26, ≥Ã√,1226,83649,4
3,26,Àﬁ…·,902,83945,0.6
3,26,Àﬁ…·,1225,84144,0.8
3,26,≥¨ –,911,84626,7
3,26,Àﬁ…·,1230,84944,0.8
3,26,Àﬁ…·,1127,85009,0.6
3,26, ≥Ã√,107,85620,4.3
3,26,Àﬁ…·,1106,85857,0.1
3,26,Àﬁ…·,1029,90009,0.9
3,26,Àﬁ…·,1111,90309,0.8
3,26,Àﬁ…·,1202,90653,0.9
3,26,Àﬁ…·,107,91017,0.7
3,26,Àﬁ…·,1112,91128,0.8
3,26,Àﬁ…·,1116,91905,0.8
3,26,Àﬁ…·,1113,92550,0.7
3,26,Àﬁ…·,1126,93317,0.7
3,26,Àﬁ…·,1106,93644,0.7
3,26,Àﬁ…·,1221,93651,0.7
3,26,Àﬁ…·,1123,93656,1.1
3,26,Àﬁ…·,1031,93843,0.5
3,26,Àﬁ…·,1030,93949,0.7
3,26,Àﬁ…·,1019,94456,0.7
3,26,Àﬁ…·,918,94534,0.5
3,26,Àﬁ…·,904,94636,0.6
3,26,Àﬁ…·,1028,94653,0.5
3,26,Àﬁ…·,1109,100110,0.7
3,26, ≥Ã√,1215,100426,9.5
3,26,≥¨ –,1016,100631,6.4
3,26,Àﬁ…·,1220,100923,0.6
3,26,Àﬁ…·,914,100924,0.6
3,26,≥¨ –,1129,101334,10.7
3,26,Àﬁ…·,928,101355,0.9
3,26,≥¨ –,912,101359,8.3
3,26,≥¨ –,913,101457,9
3,26,Àﬁ…·,1211,101602,0.7
3,26,≥¨ –,929,101706,13.7
3,26,Àﬁ…·,1227,102154,0.7
3,26,Œƒ”°,1011,102159,1.8
3,26,Àﬁ…·,1105,102736,1.1
3,26,Àﬁ…·,106,102800,1
3,26,Àﬁ…·,1020,103035,0.7
3,26,≥¨ –,1218,103558,24
3,26,Àﬁ…·,1219,103620,0.8
3,26,Àﬁ…·,106,103837,0.1
3,26,Àﬁ…·,1117,103935,0.7
3,26,Àﬁ…·,102,103948,0.9
3,26,ΩªÕ®,914,103956,4
3,26,Àﬁ…·,1215,104024,0.8
3,26,Àﬁ…·,1124,104133,0.7
3,26, ≥Ã√,1225,104739,1.6
3,26,Àﬁ…·,1108,104934,0.6
3,26,Àﬁ…·,113,105024,1
3,26,Àﬁ…·,114,105436,1.1
3,26,Àﬁ…·,1008,105651,0.8
3,26,Àﬁ…·,1122,110307,0.9
3,26,≥¨ –,1118,110903,8.2
3,26, ≥Ã√,1024,111418,15
3,26,Œƒ”°,1112,111723,1.8
3,26,Àﬁ…·,1114,111912,0.8
3,26, ≥Ã√,1116,112357,8
3,26,Àﬁ…·,1115,112456,0.8
3,26,Àﬁ…·,913,112549,0.4
3,26, ≥Ã√,1025,112617,4.9
3,26,Àﬁ…·,1228,112649,0.8
3,26, ≥Ã√,1025,112750,15
3,26,Àﬁ…·,1112,112754,0.4
3,26, ≥Ã√,909,112817,8
3,26, ≥Ã√,1108,112919,10.6
3,26, ≥Ã√,1201,112930,8
3,26,Àﬁ…·,108,113020,1.1
3,26,Œƒ”°,1012,113258,2.25
3,26, ≥Ã√,106,113326,10.9
3,26,Àﬁ…·,1107,113355,0.8
3,26, ≥Ã√,1231,113435,8
3,26, ≥Ã√,114,113604,8
3,26,Àﬁ…·,1229,113819,0.1
3,26, ≥Ã√,930,113947,4
3,26, ≥Ã√,909,113955,3.2
3,26, ≥Ã√,1206,114050,10.9
3,26, ≥Ã√,1221,114140,10.9
3,26, ≥Ã√,930,114218,7.4
3,26, ≥Ã√,113,114225,5.5
3,26, ≥Ã√,1129,114249,8
3,26, ≥Ã√,1010,114320,10
3,26, ≥Ã√,1230,114351,8.4
3,26,Àﬁ…·,1214,114358,0.8
3,26, ≥Ã√,907,114430,14.1
3,26, ≥Ã√,918,114436,7
3,26, ≥Ã√,918,114442,7
3,26,Àﬁ…·,103,114544,0.6
3,26, ≥Ã√,1010,114549,3.2
3,26, ≥Ã√,1205,114616,6
3,26, ≥Ã√,1204,114635,18
3,26, ≥Ã√,1021,114704,8
3,26, ≥Ã√,1218,114710,6
3,26,Àﬁ…·,1104,114716,0.9
3,26, ≥Ã√,1205,114722,3.8
3,26, ≥Ã√,1128,114742,6
3,26, ≥Ã√,1120,114747,10
3,26, ≥Ã√,1211,114751,10.4
3,26, ≥Ã√,1218,114751,1.3
3,26, ≥Ã√,1112,114758,10.9
3,26, ≥Ã√,1128,114815,4.5
3,26, ≥Ã√,1127,114821,8
3,26, ≥Ã√,1210,114833,6
3,26, ≥Ã√,1217,114845,6
3,26, ≥Ã√,1226,114846,8
3,26, ≥Ã√,1119,114848,8
3,26, ≥Ã√,1210,114857,3.8
3,26, ≥Ã√,1128,114908,4.8
3,26,Àﬁ…·,1013,114912,0.6
3,26, ≥Ã√,918,114924,3.2
3,26, ≥Ã√,1212,114927,10.9
3,26, ≥Ã√,1112,114948,3.2
3,26, ≥Ã√,1217,114959,4.5
3,26,Àﬁ…·,1130,115007,0.7
3,26,Àﬁ…·,110,115018,0.7
3,26, ≥Ã√,1223,115107,10.9
3,26,Àﬁ…·,1208,115112,0.8
3,26, ≥Ã√,1016,115120,10.1
3,26, ≥Ã√,1028,115126,3.3
3,26, ≥Ã√,1226,115201,5
3,26, ≥Ã√,1028,115203,7.1
3,26, ≥Ã√,1113,115204,8
3,26, ≥Ã√,904,115217,8
3,26, ≥Ã√,1023,115218,3.3
3,26, ≥Ã√,1219,115237,10.6
3,26, ≥Ã√,1030,115239,16.4
3,26, ≥Ã√,1114,115240,3.3
3,26,Àﬁ…·,101,115240,0.7
3,26, ≥Ã√,1030,115246,12.6
3,26, ≥Ã√,1228,115251,8
3,26, ≥Ã√,1012,115259,14.1
3,26, ≥Ã√,905,115328,10.6
3,26, ≥Ã√,1114,115329,6.6
3,26, ≥Ã√,1220,115334,9.4
3,26, ≥Ã√,1209,115350,10.9
3,26, ≥Ã√,1101,115402,12.6
3,26, ≥Ã√,1209,115404,10.9
3,26, ≥Ã√,1215,115420,8
3,26, ≥Ã√,1121,115456,12.9
3,26, ≥Ã√,1023,115619,9.4
3,26, ≥Ã√,1222,115626,0.8
3,26, ≥Ã√,1116,115651,3
3,26, ≥Ã√,1202,115702,7
3,26,≥¨ –,1224,115726,16.1
3,26, ≥Ã√,1008,115748,10.9
3,26, ≥Ã√,1118,115751,8.1
3,26, ≥Ã√,1129,115821,3.2
3,26, ≥Ã√,1015,115829,10.9
3,26, ≥Ã√,1205,115854,3.8
3,26, ≥Ã√,903,115903,3
3,26,Àﬁ…·,109,115927,0.6
3,26, ≥Ã√,1022,115934,13.1
3,26, ≥Ã√,902,115945,8
3,26, ≥Ã√,903,120023,10.6
3,26, ≥Ã√,1107,120058,7.5
3,26, ≥Ã√,1014,120232,3.3
3,26,Àﬁ…·,915,120237,0.8
3,26,Àﬁ…·,1229,120259,0.7
3,26, ≥Ã√,1014,120341,9.4
3,26, ≥Ã√,1231,120342,0.8
3,26,Àﬁ…·,1222,120418,0.7
3,26, ≥Ã√,1203,120544,1.8
3,26, ≥Ã√,103,121000,8
3,26, ≥Ã√,926,121041,13.8
3,26,≥¨ –,1201,121124,3.1
3,26, ≥Ã√,102,121224,7.5
3,26, ≥Ã√,1221,121320,3.8
3,26, ≥Ã√,113,121432,3
3,26, ≥Ã√,1214,121510,9.9
3,26, ≥Ã√,1214,121530,11.9
3,26,Àﬁ…·,1201,121558,0.1
3,26,Àﬁ…·,1201,121559,0.8
3,26, ≥Ã√,110,121709,8
3,26, ≥Ã√,1104,121835,8
3,26, ≥Ã√,114,121839,3
3,26,Àﬁ…·,1118,121856,0.8
3,26, ≥Ã√,1023,122111,1
3,26, ≥Ã√,1212,122133,3
3,26, ≥Ã√,1212,122141,1.6
3,26, ≥Ã√,1130,122142,8
3,26, ≥Ã√,1021,122255,2.2
3,26, ≥Ã√,928,122353,5.5
3,26, ≥Ã√,1114,122358,3
3,26, ≥Ã√,912,122441,8
3,26, ≥Ã√,1208,122452,8
3,26, ≥Ã√,904,122534,2.9
3,26,≥¨ –,1204,122545,9.2
3,26, ≥Ã√,1228,122625,3
3,26, ≥Ã√,1214,122737,7.3
3,26, ≥Ã√,1209,122756,0.8
3,26,ΩªÕ®,1222,122941,1
3,26, ≥Ã√,1215,123045,3.8
3,26, ≥Ã√,1103,123148,8
3,26,Œƒ”°,1111,123243,1.05
3,26, ≥Ã√,1208,123512,3.2
3,26,Àﬁ…·,1027,123734,1
3,26, ≥Ã√,1123,123752,6.8
3,26, ≥Ã√,103,124222,2.9
3,26, ≥Ã√,1113,124631,3
3,26,≥¨ –,1214,124927,3
3,26, ≥Ã√,915,125026,7.1
3,26, ≥Ã√,1104,125040,2.2
3,26,Àﬁ…·,104,125328,0.7
3,26,≥¨ –,1103,130329,6.6
3,26, ≥Ã√,1011,130556,7.5
3,26,≥¨ –,1019,130609,5
3,26,Àﬁ…·,1113,130709,0.1
3,26,Àﬁ…·,112,130904,1.1
3,26,Àﬁ…·,111,130908,1
3,26, ≥Ã√,109,131107,5.5
3,26, ≥Ã√,930,131123,4.5
3,26,≥¨ –,1011,131900,2.8
3,26,≥¨ –,1130,132117,6.5
3,26, ≥Ã√,108,132133,7.5
3,26,≥¨ –,922,132231,11.1
3,26,Àﬁ…·,924,133215,0.3
3,26,Àﬁ…·,1231,133836,0.9
3,26, ≥Ã√,1203,134251,7.5
3,26, ≥Ã√,1203,134316,7.5
3,26, ≥Ã√,1020,134341,7.5
3,26, ≥Ã√,923,134425,7.5
3,26, ≥Ã√,1126,134620,7.5
3,26, ≥Ã√,901,135411,7.5
3,26,≥¨ –,917,135555,12.2
3,26,≥¨ –,902,135721,4.4
3,26,Àﬁ…·,1125,140047,0.8
3,26,Œƒ”°,1112,140200,1.5
3,26,≥¨ –,924,140901,4
3,26, ≥Ã√,1203,141745,4.3
3,26,≥¨ –,1217,141815,12.7
3,26,Œƒ”°,904,141816,4.2
3,26,ΩªÕ®,1222,143229,1
3,26,≥¨ –,1115,143419,3
3,26,Œƒ”°,905,145728,4.2
3,26, ≥Ã√,1125,150511,7.5
3,26,≥¨ –,1009,151411,8
3,26,ΩªÕ®,1117,151729,1
3,26,≥¨ –,1204,152329,4
3,26,Àﬁ…·,912,153122,0.5
3,26,Œƒ”°,1212,153300,3
3,26,Àﬁ…·,912,153733,0.1
3,26,Àﬁ…·,912,154308,0.1
3,26,≥¨ –,1106,154435,3
3,26,≥¨ –,1106,154534,7
3,26,Àﬁ…·,912,154624,0.2
3,26,ΩªÕ®,925,154812,1
3,26,Àﬁ…·,912,154826,0.7
3,26, ≥Ã√,1204,154917,7.5
3,26,≥¨ –,925,160140,20.7
3,26,Àﬁ…·,912,160228,0.8
3,26,≥¨ –,1019,160229,9.9
3,26,Àﬁ…·,912,160703,0.5
3,26, ≥Ã√,1009,161422,4.3
3,26,≥¨ –,910,161546,16
3,26,Àﬁ…·,912,161557,0.3
3,26, ≥Ã√,1029,161734,4
3,26, ≥Ã√,917,161738,3
3,26,Àﬁ…·,912,161756,0.7
3,26,≥¨ –,1010,161904,30
3,26,≥¨ –,1010,161908,3.2
3,26,ΩªÕ®,1129,162059,4
3,26,≥¨ –,1022,162208,22.4
3,26,≥¨ –,1210,162645,17.9
3,26,Àﬁ…·,912,162654,0.7
3,26,ΩªÕ®,1019,162837,1
3,26,Àﬁ…·,912,162841,0.1
3,26,Œƒ”°,901,162847,2.3
3,26,Àﬁ…·,912,162911,0.8
3,26,Œƒ”°,909,163057,4.2
3,26,≥¨ –,1027,163234,8
3,26,Àﬁ…·,1226,164044,0.5
3,26, ≥Ã√,1217,165455,10.6
3,26, ≥Ã√,929,165657,4
3,26,Œƒ”°,903,170036,2
3,26,ΩªÕ®,1219,170422,1
3,26,≥¨ –,903,170436,3
3,26,Àﬁ…·,912,170639,0.2
3,26,≥¨ –,1121,170640,4.5
3,26,Àﬁ…·,912,170808,0.1
3,26,≥¨ –,109,171136,30
3,26,≥¨ –,928,171312,10.8
3,26, ≥Ã√,108,172017,8
3,26, ≥Ã√,1014,172355,8
3,26, ≥Ã√,1023,172726,10
3,26, ≥Ã√,1216,172844,8.4
3,26, ≥Ã√,1021,173045,14.4
3,26,Àﬁ…·,912,173121,0.5
3,26,Àﬁ…·,912,173214,0.6
3,26, ≥Ã√,1221,173319,14.4
3,26, ≥Ã√,1204,173446,12.9
3,26,Àﬁ…·,912,173536,0.4
3,26, ≥Ã√,1029,173624,8
3,26, ≥Ã√,905,173656,3.3
3,26, ≥Ã√,905,173732,12.6
3,26, ≥Ã√,112,173824,3.8
3,26,Àﬁ…·,912,173834,0.6
3,26, ≥Ã√,112,173906,12.9
3,26, ≥Ã√,1215,173937,3
3,26, ≥Ã√,1218,174022,10
3,26, ≥Ã√,904,174032,10
3,26, ≥Ã√,105,174127,10.9
3,26, ≥Ã√,101,174217,13.8
3,26, ≥Ã√,107,174256,3.3
3,26, ≥Ã√,107,174342,10.9
3,26, ≥Ã√,1215,174417,8
3,26, ≥Ã√,1111,174418,2.1
3,26, ≥Ã√,1111,174431,4.5
3,26, ≥Ã√,1223,174536,10
3,26, ≥Ã√,1111,174554,4.5
3,26, ≥Ã√,1106,174647,8
3,26, ≥Ã√,1106,174709,10
3,26, ≥Ã√,1209,174738,12.4
3,26, ≥Ã√,1113,174755,10
3,26, ≥Ã√,1215,175034,2.8
3,26,Àﬁ…·,912,175201,0.8
3,26, ≥Ã√,1009,175230,9
3,26, ≥Ã√,913,175300,10
3,26, ≥Ã√,1210,175335,5.5
3,26,Àﬁ…·,912,175349,0.1
3,26, ≥Ã√,1120,175502,7
3,26, ≥Ã√,1014,175509,3
3,26,≥¨ –,1215,175721,21
3,26,≥¨ –,108,175956,3.6
3,26, ≥Ã√,106,180004,1.8
3,26, ≥Ã√,923,180032,3
3,26, ≥Ã√,909,180114,10.9
3,26, ≥Ã√,1016,180132,7.95
3,26, ≥Ã√,1226,180231,8
3,26, ≥Ã√,1226,180337,2.5
3,26, ≥Ã√,909,180404,3.2
3,26, ≥Ã√,1016,180410,5.9
3,26, ≥Ã√,923,180447,8
3,26, ≥Ã√,1204,180614,3
3,26,≥¨ –,1029,180621,5
3,26, ≥Ã√,1119,180643,8
3,26, ≥Ã√,923,180716,15
3,26,ΩªÕ®,1214,180810,1
3,26,Àﬁ…·,912,180819,0.5
3,26,≥¨ –,1027,180929,5.4
3,26,Œƒ”°,1226,180937,1.35
3,26, ≥Ã√,1212,181046,8
3,26, ≥Ã√,922,181207,8
3,26, ≥Ã√,923,181304,15
3,26, ≥Ã√,923,181320,15
3,26, ≥Ã√,110,181347,12.4
3,26, ≥Ã√,112,181420,4
3,26,≥¨ –,107,181540,16
3,26,Àﬁ…·,912,181625,0.5
3,26, ≥Ã√,1212,181724,4.5
3,26, ≥Ã√,1007,181846,11
3,26, ≥Ã√,1106,181953,2.2
3,26, ≥Ã√,1223,182108,4.7
3,26,≥¨ –,102,182142,8.4
3,26,Àﬁ…·,912,182201,0.8
3,26, ≥Ã√,927,182217,8
3,26,Õº Èπ›,1018,182257,1.6
3,26,≥¨ –,101,182346,16.8
3,26, ≥Ã√,1125,183112,5.5
3,26, ≥Ã√,913,183121,3
3,26, ≥Ã√,1120,183146,2.9
3,26,≥¨ –,1007,183238,15.19
3,26,≥¨ –,1226,183330,10.2
3,26, ≥Ã√,902,183526,10.9
3,26, ≥Ã√,108,183945,4.3
3,26, ≥Ã√,922,184124,2.9
3,26, ≥Ã√,1112,185246,7.5
3,26,Àﬁ…·,1014,190046,0.6
3,26, ≥Ã√,1105,190634,5.5
3,26, ≥Ã√,1209,191519,6
3,26,≥¨ –,905,193010,20.3
3,26,ΩªÕ®,1129,193041,4
3,26, ≥Ã√,1205,194003,15.8
3,26,≥¨ –,915,194118,8.8
3,26, ≥Ã√,924,195653,7.5
3,26,≥¨ –,1122,195855,12.1
3,26,≥¨ –,924,202100,13.4
3,26,≥¨ –,1009,202426,4.5
3,26,Àﬁ…·,1016,204005,0.7
3,26,Àﬁ…·,1012,205402,0.7
3,26,≥¨ –,922,205615,5
3,26,≥¨ –,910,205855,28
3,26,≥¨ –,1113,205933,27.2
3,26,≥¨ –,1013,210414,7.6
3,26, ≥Ã√,901,210601,10.5
3,26,Àﬁ…·,1012,211233,0.7
3,26,≥¨ –,1218,211703,20.7
3,26, ≥Ã√,1127,211957,5
3,26, ≥Ã√,1127,212130,3.2
3,26,≥¨ –,911,215455,6.3
3,26,≥¨ –,1216,215608,10.5
3,26,≥¨ –,916,215711,19
3,26,≥¨ –,917,220054,7.8
3,26,≥¨ –,1021,220117,8.1
3,26,≥¨ –,923,220342,13
3,26,≥¨ –,1014,220657,18.6
3,26,≥¨ –,1016,220740,6.9
3,26,≥¨ –,909,220921,25.5
3,26,≥¨ –,914,221907,12.3
3,26,Àﬁ…·,1010,231220,0.1
3,26,Àﬁ…·,1021,231459,1.3
3,26,Àﬁ…·,1225,231924,0.01
3,26,Àﬁ…·,1225,232612,0.01
3,26,Àﬁ…·,1225,232640,0.1
3,26,Àﬁ…·,1010,235140,0.6
1,27,Àﬁ…·,1218,64642,0.08
1,27,Àﬁ…·,1213,64710,0.04
1,27,Àﬁ…·,1217,64919,0.11
1,27,Àﬁ…·,1214,65000,0.08
1,27, ≥Ã√,1213,71259,1.8
1,27, ≥Ã√,1213,71343,0.6
1,27, ≥Ã√,1217,71607,2
1,27, ≥Ã√,1218,71610,1.83
1,27, ≥Ã√,1214,71736,2.5
1,27,ΩÃ “,1218,72126,0.01
1,27,ΩÃ “,1217,80520,0.01
1,27,ΩÃ “,1214,80809,0.02
1,27,ΩÃ “,1214,91356,0.01
1,27,Àﬁ…·,1215,95256,0.11
1,27,ΩÃ “,1218,100447,0.01
1,27,Àﬁ…·,1216,105458,0.1
1,27, ≥Ã√,1217,110804,10
1,27, ≥Ã√,1213,111422,4
1,27, ≥Ã√,1213,112106,5.5
1,27, ≥Ã√,1214,112354,4
1,27, ≥Ã√,1216,113429,10.3
1,27, ≥Ã√,1215,113838,7
1,27,Àﬁ…·,1217,115505,0.35
1,27,Àﬁ…·,1213,115614,0.12
1,27,Àﬁ…·,1217,120855,0.11
1,27, ≥Ã√,1215,121502,0.8
1,27,Àﬁ…·,1218,123609,0.07
1,27,Àﬁ…·,1215,130133,0.02
1,27,Àﬁ…·,1216,132951,0.03
1,27,ΩÃ “,1214,142427,0.01
1,27,Àﬁ…·,1217,153748,0.03
1,27,ΩÃ “,1217,160610,0.01
1,27, ≥Ã√,1218,170411,6
1,27, ≥Ã√,1213,172550,0.5
1,27, ≥Ã√,1213,173309,2
1,27, ≥Ã√,1212,173643,2
1,27, ≥Ã√,1212,174041,0.5
1,27,Àﬁ…·,1212,175627,0.25
1,27, ≥Ã√,1214,180637,3.5
1,27, ≥Ã√,1214,181012,0.2
1,27, ≥Ã√,1217,181236,4.2
1,27, ≥Ã√,1217,181252,4.2
1,27,Àﬁ…·,1216,182626,0.51
1,27,Àﬁ…·,1216,184259,0.54
1,27,Àﬁ…·,1217,190705,0.02
1,27,Àﬁ…·,1216,195009,0.01
1,27,Àﬁ…·,1214,200718,0.51
1,27,Àﬁ…·,1215,201227,0.02
1,27,Àﬁ…·,1212,212650,0.2
1,27,Àﬁ…·,1212,213115,0.01
1,27,Àﬁ…·,1217,214454,0.21
1,27,Àﬁ…·,1217,221209,0.09
1,27,Àﬁ…·,1215,221859,0.03
1,27,Àﬁ…·,1215,223057,0.01
1,27,Àﬁ…·,1215,223903,0.24
1,27,Àﬁ…·,1215,231051,0.01
1,27,Àﬁ…·,1213,235438,0.21
2,27,Àﬁ…·,601,1743,0.31
2,27,Àﬁ…·,708,12902,0.21
2,27,Àﬁ…·,305,63854,0.08
2,27,Àﬁ…·,306,63922,0.09
